epoch,acc,iou,loss,lr,precision,recall,val_acc,val_iou,val_loss,val_precision,val_recall
0,0.6890555024147034,0.09128262102603912,0.6896994113922119,1e-04,0.16400884091854095,0.5419034361839294,0.2816770076751709,0.07885141670703888,0.716499388217926,0.09801558405160904,0.872373640537262
